customer_id,scoring_date,score,tier,reasons,model
C000176,2024-11-01,0.0417,Green,"[""emi_to_income=0.24"", ""avg_balance_28d=979724.68"", ""Low 14d balance Rs.970316""]",sklearn_hgb
C000177,2024-11-01,0.0852,Green,"[""avg_balance_28d=179484.38"", ""Low 14d balance Rs.187112"", ""discretionary_ratio_28d=0.03""]",sklearn_hgb
C000178,2024-11-01,0.7342,Red,"[""emi_to_income=1.00"", ""Low 14d balance Rs.46278"", ""avg_balance_28d=42687.03""]",sklearn_hgb
C000179,2024-11-01,0.0667,Green,"[""emi_to_income=0.13"", ""avg_balance_28d=894878.58"", ""discretionary_ratio_28d=0.04""]",sklearn_hgb
C000180,2024-11-01,0.0667,Green,"[""avg_balance_28d=672023.82"", ""Low 14d balance Rs.663565"", ""Discretionary spend down 28%""]",sklearn_hgb
C000181,2024-11-01,0.8511,Red,"[""avg_balance_28d=32491.90"", ""Low 14d balance Rs.35369"", ""discretionary_ratio_28d=0.25""]",sklearn_hgb
C000182,2024-11-01,0.0417,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=85225.43"", ""Low 14d balance Rs.86982""]",sklearn_hgb
C000183,2024-11-01,0.4444,Amber,"[""Low 14d balance Rs.51694"", ""avg_balance_28d=57104.07"", ""emi_to_income=0.72""]",sklearn_hgb
C000184,2024-11-01,1.0,Red,"[""emi_to_income=0.95"", ""Low 14d balance Rs.44971"", ""avg_balance_28d=55972.60""]",sklearn_hgb
C000185,2024-11-01,0.0202,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=784817.50"", ""Low 14d balance Rs.760074""]",sklearn_hgb
C000186,2024-11-01,0.178,Green,"[""Low 14d balance Rs.69932"", ""avg_balance_28d=79550.87"", ""discretionary_ratio_28d=0.29""]",sklearn_hgb
C000187,2024-11-01,0.0202,Green,"[""emi_to_income=0.17"", ""avg_balance_28d=739199.50"", ""Low 14d balance Rs.738961""]",sklearn_hgb
C000188,2024-11-01,0.0417,Green,"[""emi_to_income=0.18"", ""avg_balance_28d=163115.62"", ""Low 14d balance Rs.163787""]",sklearn_hgb
C000189,2024-11-01,0.1239,Green,"[""balance_slope_28d=2787.15"", ""avg_balance_28d=1061197.84"", ""Low 14d balance Rs.1071064""]",sklearn_hgb
C000190,2024-11-01,0.0417,Green,"[""emi_to_income=0.05"", ""avg_balance_28d=1008572.92"", ""balance_slope_28d=3461.12""]",sklearn_hgb
C000191,2024-11-01,0.0417,Green,"[""avg_balance_28d=379820.16"", ""Low 14d balance Rs.366968"", ""salary_cv_3m=0.00""]",sklearn_hgb
C000192,2024-11-01,0.0389,Green,"[""emi_to_income=0.07"", ""avg_balance_28d=617720.22"", ""Low 14d balance Rs.615370""]",sklearn_hgb
C000193,2024-11-01,0.8511,Red,"[""avg_balance_28d=28058.21"", ""Low 14d balance Rs.24242"", ""emi_to_income=0.77""]",sklearn_hgb
C000194,2024-11-01,0.3571,Amber,"[""emi_to_income=1.00"", ""Low 14d balance Rs.40647"", ""avg_balance_28d=51738.67""]",sklearn_hgb
C000195,2024-11-01,0.1239,Green,"[""avg_balance_28d=554915.62"", ""balance_slope_28d=3425.62"", ""Low 14d balance Rs.561124""]",sklearn_hgb
C000196,2024-11-01,0.9583,Red,"[""avg_balance_28d=26254.87"", ""Low 14d balance Rs.28395"", ""emi_to_income=0.80""]",sklearn_hgb
C000197,2024-11-01,0.0852,Green,"[""avg_balance_28d=519483.50"", ""Low 14d balance Rs.471038"", ""discretionary_ratio_28d=0.02""]",sklearn_hgb
C000198,2024-11-01,0.0852,Green,"[""avg_balance_28d=237689.18"", ""Low 14d balance Rs.243095"", ""cash_to_spend_ratio=0.31""]",sklearn_hgb
C000199,2024-11-01,0.2973,Green,"[""Low 14d balance Rs.41713"", ""avg_balance_28d=48540.82"", ""emi_to_income=0.75""]",sklearn_hgb
C000200,2024-11-01,0.1239,Green,"[""emi_to_income=0.14"", ""avg_balance_28d=588341.94"", ""discretionary_ratio_28d=0.04""]",sklearn_hgb
C000201,2024-11-01,0.0667,Green,"[""avg_balance_28d=637380.37"", ""Low 14d balance Rs.625428"", ""emi_to_income=0.26""]",sklearn_hgb
C000202,2024-11-01,0.0852,Green,"[""avg_balance_28d=781320.72"", ""Low 14d balance Rs.756601"", ""emi_to_income=0.28""]",sklearn_hgb
C000203,2024-11-01,0.0667,Green,"[""avg_balance_28d=212185.58"", ""Low 14d balance Rs.208624"", ""emi_to_income=0.28""]",sklearn_hgb
C000204,2024-11-01,0.1239,Green,"[""avg_balance_28d=560907.77"", ""balance_slope_28d=2554.14"", ""Low 14d balance Rs.556312""]",sklearn_hgb
C000205,2024-11-01,0.0852,Green,"[""emi_to_income=0.04"", ""avg_balance_28d=1166545.17"", ""balance_slope_28d=2710.94""]",sklearn_hgb
C000206,2024-11-01,0.0667,Green,"[""avg_balance_28d=124149.75"", ""Low 14d balance Rs.120754"", ""emi_to_income=0.57""]",sklearn_hgb
C000207,2024-11-01,0.0417,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=971050.90"", ""Low 14d balance Rs.955596""]",sklearn_hgb
C000208,2024-11-01,0.0417,Green,"[""avg_balance_28d=840551.29"", ""Low 14d balance Rs.843007"", ""emi_to_income=0.27""]",sklearn_hgb
C000209,2024-11-01,0.1239,Green,"[""avg_balance_28d=362682.94"", ""2 ATM withdrawals this week"", ""Low 14d balance Rs.345386""]",sklearn_hgb
C000210,2024-11-01,0.0417,Green,"[""emi_to_income=0.09"", ""avg_balance_28d=1193260.97"", ""Low 14d balance Rs.1179443""]",sklearn_hgb
C000211,2024-11-01,0.0417,Green,"[""emi_to_income=0.14"", ""avg_balance_28d=1212241.52"", ""Low 14d balance Rs.1184596""]",sklearn_hgb
C000212,2024-11-01,0.619,Red,"[""avg_balance_28d=46995.40"", ""Low 14d balance Rs.48274"", ""emi_to_income=0.60""]",sklearn_hgb
C000213,2024-11-01,0.0667,Green,"[""emi_to_income=0.07"", ""avg_balance_28d=1128275.94"", ""Low 14d balance Rs.1124035""]",sklearn_hgb
C000214,2024-11-01,1.0,Red,"[""avg_balance_28d=34686.90"", ""emi_to_income=1.12"", ""Low 14d balance Rs.28282""]",sklearn_hgb
C000215,2024-11-01,0.9688,Red,"[""avg_balance_28d=17021.25"", ""Low 14d balance Rs.-12491"", ""emi_to_income=0.33""]",sklearn_hgb
C000216,2024-11-01,0.619,Red,"[""avg_balance_28d=35390.11"", ""Low 14d balance Rs.31444"", ""emi_to_income=0.71""]",sklearn_hgb
C000217,2024-11-01,0.0417,Green,"[""avg_balance_28d=375751.76"", ""Low 14d balance Rs.361462"", ""emi_to_income=0.31""]",sklearn_hgb
C000218,2024-11-01,0.0417,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=1084051.40"", ""Low 14d balance Rs.1083985""]",sklearn_hgb
C000219,2024-11-01,0.178,Green,"[""cash_to_spend_ratio=0.00"", ""avg_balance_28d=611493.83"", ""Low 14d balance Rs.620121""]",sklearn_hgb
C000220,2024-11-01,0.0417,Green,"[""emi_to_income=0.17"", ""avg_balance_28d=767424.56"", ""Low 14d balance Rs.767942""]",sklearn_hgb
C000221,2024-11-01,0.0667,Green,"[""avg_balance_28d=87525.85"", ""Low 14d balance Rs.83748"", ""emi_to_income=0.27""]",sklearn_hgb
C000222,2024-11-01,0.0,Green,"[""emi_to_income=0.22"", ""avg_balance_28d=617374.14"", ""Low 14d balance Rs.609850""]",sklearn_hgb
C000223,2024-11-01,0.0417,Green,"[""avg_balance_28d=350287.55"", ""Low 14d balance Rs.337100"", ""emi_to_income=0.35""]",sklearn_hgb
C000224,2024-11-01,0.0667,Green,"[""avg_balance_28d=452747.15"", ""Low 14d balance Rs.441118"", ""atm_amt_avg=4683.00""]",sklearn_hgb
C000225,2024-11-01,0.1239,Green,"[""avg_balance_28d=140802.77"", ""balance_slope_28d=2859.74"", ""Low 14d balance Rs.145513""]",sklearn_hgb
C000226,2024-11-01,0.0667,Green,"[""avg_balance_28d=196354.61"", ""Low 14d balance Rs.194045"", ""atm_amt_avg=4146.00""]",sklearn_hgb
C000227,2024-11-01,0.0852,Green,"[""avg_balance_28d=952935.93"", ""balance_slope_28d=2887.52"", ""Low 14d balance Rs.933226""]",sklearn_hgb
C000228,2024-11-01,0.0667,Green,"[""emi_to_income=0.08"", ""discretionary_ratio_28d=0.29"", ""avg_balance_28d=761355.36""]",sklearn_hgb
C000229,2024-11-01,0.0417,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=547712.55"", ""Low 14d balance Rs.539400""]",sklearn_hgb
C000230,2024-11-01,0.0417,Green,"[""emi_to_income=0.15"", ""avg_balance_28d=127195.76"", ""Low 14d balance Rs.116004""]",sklearn_hgb
C000231,2024-11-01,0.0417,Green,"[""avg_balance_28d=839745.27"", ""Low 14d balance Rs.824522"", ""emi_to_income=0.31""]",sklearn_hgb
C000232,2024-11-01,0.0417,Green,"[""emi_to_income=0.13"", ""avg_balance_28d=610208.68"", ""atm_amt_avg=6347.00""]",sklearn_hgb
C000233,2024-11-01,0.0667,Green,"[""avg_balance_28d=369231.59"", ""Low 14d balance Rs.360205"", ""salary_cv_3m=0.03""]",sklearn_hgb
C000234,2024-11-01,0.0667,Green,"[""avg_balance_28d=667771.38"", ""Low 14d balance Rs.661965"", ""emi_to_income=0.30""]",sklearn_hgb
C000235,2024-11-01,1.0,Red,"[""avg_balance_28d=-46939.73"", ""Low 14d balance Rs.-89698"", ""emi_to_income=0.69""]",sklearn_hgb
C000236,2024-11-01,0.0417,Green,"[""avg_balance_28d=486295.22"", ""Low 14d balance Rs.483827"", ""Discretionary spend down 5%""]",sklearn_hgb
C000237,2024-11-01,0.0417,Green,"[""emi_to_income=0.05"", ""avg_balance_28d=1123341.10"", ""Low 14d balance Rs.1107230""]",sklearn_hgb
C000238,2024-11-01,0.0852,Green,"[""emi_to_income=0.22"", ""avg_balance_28d=548879.68"", ""atm_amt_avg=6607.00""]",sklearn_hgb
C000239,2024-11-01,0.9583,Red,"[""avg_balance_28d=18767.09"", ""Low 14d balance Rs.27130"", ""emi_to_income=0.76""]",sklearn_hgb
C000240,2024-11-01,0.619,Red,"[""avg_balance_28d=37796.46"", ""Low 14d balance Rs.-4137"", ""1 failed auto-debit(s)""]",sklearn_hgb
C000241,2024-11-01,1.0,Red,"[""avg_balance_28d=15756.54"", ""Low 14d balance Rs.-6195"", ""emi_to_income=0.73""]",sklearn_hgb
C000242,2024-11-01,0.0667,Green,"[""avg_balance_28d=499903.24"", ""Low 14d balance Rs.502595"", ""emi_to_income=0.27""]",sklearn_hgb
C000243,2024-11-01,0.0417,Green,"[""emi_to_income=0.21"", ""avg_balance_28d=406898.73"", ""Low 14d balance Rs.407275""]",sklearn_hgb
C000244,2024-11-01,0.0852,Green,"[""emi_to_income=0.19"", ""avg_balance_28d=198982.28"", ""Low 14d balance Rs.184309""]",sklearn_hgb
C000245,2024-11-01,0.0417,Green,"[""emi_to_income=0.18"", ""avg_balance_28d=756767.90"", ""discretionary_ratio_28d=0.04""]",sklearn_hgb
C000246,2024-11-01,0.0852,Green,"[""avg_balance_28d=143079.97"", ""discretionary_ratio_28d=0.04"", ""Low 14d balance Rs.125054""]",sklearn_hgb
C000247,2024-11-01,0.0667,Green,"[""avg_balance_28d=324240.26"", ""Low 14d balance Rs.324918"", ""atm_amt_avg=4952.50""]",sklearn_hgb
C000248,2024-11-01,0.0667,Green,"[""emi_to_income=0.22"", ""avg_balance_28d=1131257.95"", ""Low 14d balance Rs.1110283""]",sklearn_hgb
C000249,2024-11-01,0.7342,Red,"[""avg_balance_28d=25256.67"", ""Low 14d balance Rs.31318"", ""emi_to_income=0.64""]",sklearn_hgb
C000250,2024-11-01,0.0417,Green,"[""avg_balance_28d=210882.69"", ""Low 14d balance Rs.209584"", ""emi_to_income=0.43""]",sklearn_hgb
C000251,2024-11-01,0.0417,Green,"[""emi_to_income=0.09"", ""avg_balance_28d=383976.01"", ""atm_amt_avg=3117.50""]",sklearn_hgb
C000252,2024-11-01,0.0852,Green,"[""avg_balance_28d=539834.29"", ""Low 14d balance Rs.528104"", ""discretionary_ratio_28d=0.05""]",sklearn_hgb
C000253,2024-11-01,0.0667,Green,"[""avg_balance_28d=239466.46"", ""discretionary_ratio_28d=0.28"", ""Low 14d balance Rs.244278""]",sklearn_hgb
C000254,2024-11-01,0.0417,Green,"[""emi_to_income=0.06"", ""avg_balance_28d=1292013.05"", ""Low 14d balance Rs.1270325""]",sklearn_hgb
C000255,2024-11-01,0.7342,Red,"[""avg_balance_28d=-72893.61"", ""Low 14d balance Rs.-66355"", ""emi_to_income=0.41""]",sklearn_hgb
C000256,2024-11-01,0.0417,Green,"[""emi_to_income=0.22"", ""avg_balance_28d=961845.27"", ""Low 14d balance Rs.949378""]",sklearn_hgb
C000257,2024-11-01,0.0852,Green,"[""avg_balance_28d=466571.43"", ""atm_amt_avg=2447.00"", ""Low 14d balance Rs.462570""]",sklearn_hgb
C000258,2024-11-01,0.619,Red,"[""avg_balance_28d=38238.29"", ""Low 14d balance Rs.26356"", ""emi_to_income=0.66""]",sklearn_hgb
C000259,2024-11-01,0.7342,Red,"[""emi_to_income=0.89"", ""Low 14d balance Rs.62559"", ""avg_balance_28d=57945.46""]",sklearn_hgb
C000260,2024-11-01,0.0667,Green,"[""avg_balance_28d=105370.87"", ""Low 14d balance Rs.95991"", ""Discretionary spend down -406%""]",sklearn_hgb
C000261,2024-11-01,0.0667,Green,"[""avg_balance_28d=255215.49"", ""discretionary_ratio_28d=0.03"", ""Low 14d balance Rs.222249""]",sklearn_hgb
C000262,2024-11-01,0.0417,Green,"[""avg_balance_28d=205593.77"", ""Low 14d balance Rs.214041"", ""emi_to_income=0.54""]",sklearn_hgb
C000263,2024-11-01,0.0202,Green,"[""emi_to_income=0.10"", ""avg_balance_28d=827709.59"", ""Low 14d balance Rs.821305""]",sklearn_hgb
C000264,2024-11-01,0.0417,Green,"[""avg_balance_28d=271159.97"", ""Low 14d balance Rs.276648"", ""discretionary_ratio_28d=0.07""]",sklearn_hgb
C000265,2024-11-01,0.0667,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=1002709.93"", ""atm_amt_avg=6586.50""]",sklearn_hgb
C000266,2024-11-01,0.0417,Green,"[""avg_balance_28d=314636.83"", ""Low 14d balance Rs.315750"", ""emi_to_income=0.25""]",sklearn_hgb
C000267,2024-11-01,0.0417,Green,"[""avg_balance_28d=256634.69"", ""Low 14d balance Rs.249688"", ""emi_to_income=0.35""]",sklearn_hgb
C000268,2024-11-01,0.0417,Green,"[""avg_balance_28d=268320.18"", ""Low 14d balance Rs.270381"", ""emi_to_income=0.28""]",sklearn_hgb
C000269,2024-11-01,0.0667,Green,"[""avg_balance_28d=244811.96"", ""Low 14d balance Rs.252451"", ""atm_amt_avg=4653.67""]",sklearn_hgb
C000270,2024-11-01,0.0429,Green,"[""avg_balance_28d=833531.65"", ""Low 14d balance Rs.823381"", ""emi_to_income=0.30""]",sklearn_hgb
C000271,2024-11-01,0.0667,Green,"[""avg_balance_28d=190452.71"", ""balance_slope_28d=2578.50"", ""Low 14d balance Rs.186466""]",sklearn_hgb
C000272,2024-11-01,0.0667,Green,"[""avg_balance_28d=252914.30"", ""Low 14d balance Rs.237455"", ""atm_amt_avg=5303.67""]",sklearn_hgb
C000273,2024-11-01,0.1239,Green,"[""cash_to_spend_ratio=0.03"", ""emi_to_income=0.05"", ""avg_balance_28d=1315750.90""]",sklearn_hgb
C000274,2024-11-01,0.0667,Green,"[""emi_to_income=0.12"", ""avg_balance_28d=808382.40"", ""2 ATM withdrawals this week""]",sklearn_hgb
C000275,2024-11-01,0.0417,Green,"[""emi_to_income=0.12"", ""avg_balance_28d=302408.96"", ""Low 14d balance Rs.287582""]",sklearn_hgb
C000276,2024-11-01,0.0417,Green,"[""avg_balance_28d=913231.81"", ""Low 14d balance Rs.918465"", ""emi_to_income=0.26""]",sklearn_hgb
C000277,2024-11-01,0.0417,Green,"[""avg_balance_28d=180189.46"", ""Low 14d balance Rs.176877"", ""emi_to_income=0.25""]",sklearn_hgb
C000278,2024-11-01,0.0417,Green,"[""avg_balance_28d=162160.21"", ""Low 14d balance Rs.160767"", ""emi_to_income=0.34""]",sklearn_hgb
C000279,2024-11-01,0.0667,Green,"[""avg_balance_28d=384403.84"", ""Low 14d balance Rs.377861"", ""discretionary_ratio_28d=0.17""]",sklearn_hgb
C000280,2024-11-01,0.0202,Green,"[""avg_balance_28d=724013.76"", ""Low 14d balance Rs.718013"", ""emi_to_income=0.27""]",sklearn_hgb
C000281,2024-11-01,0.178,Green,"[""Low 14d balance Rs.58675"", ""avg_balance_28d=76543.71"", ""emi_to_income=0.51""]",sklearn_hgb
C000282,2024-11-01,0.0417,Green,"[""emi_to_income=0.05"", ""avg_balance_28d=1099880.21"", ""Low 14d balance Rs.1092758""]",sklearn_hgb
C000283,2024-11-01,0.178,Green,"[""Low 14d balance Rs.58576"", ""emi_to_income=0.51"", ""avg_balance_28d=72959.70""]",sklearn_hgb
C000284,2024-11-01,0.0852,Green,"[""cash_to_spend_ratio=0.03"", ""emi_to_income=0.20"", ""avg_balance_28d=864305.82""]",sklearn_hgb
C000285,2024-11-01,0.178,Green,"[""Low 14d balance Rs.73387"", ""emi_to_income=0.39"", ""avg_balance_28d=68453.52""]",sklearn_hgb
C000286,2024-11-01,0.0417,Green,"[""avg_balance_28d=444555.30"", ""Low 14d balance Rs.429907"", ""discretionary_ratio_28d=0.18""]",sklearn_hgb
C000287,2024-11-01,0.0667,Green,"[""avg_balance_28d=620967.84"", ""Low 14d balance Rs.621679"", ""atm_amt_avg=2600.50""]",sklearn_hgb
C000288,2024-11-01,0.0389,Green,"[""emi_to_income=0.23"", ""avg_balance_28d=288367.38"", ""Low 14d balance Rs.289538""]",sklearn_hgb
C000289,2024-11-01,0.0417,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=749045.55"", ""Low 14d balance Rs.742748""]",sklearn_hgb
C000290,2024-11-01,0.0202,Green,"[""emi_to_income=0.14"", ""avg_balance_28d=876152.90"", ""Low 14d balance Rs.870498""]",sklearn_hgb
C000291,2024-11-01,0.0667,Green,"[""avg_balance_28d=676866.03"", ""Low 14d balance Rs.662621"", ""atm_amt_avg=4658.00""]",sklearn_hgb
C000292,2024-11-01,0.0417,Green,"[""emi_to_income=0.10"", ""avg_balance_28d=559635.94"", ""Low 14d balance Rs.559650""]",sklearn_hgb
C000293,2024-11-01,0.0417,Green,"[""avg_balance_28d=739415.90"", ""discretionary_ratio_28d=0.02"", ""Low 14d balance Rs.713041""]",sklearn_hgb
C000294,2024-11-01,0.0852,Green,"[""avg_balance_28d=761873.09"", ""atm_amt_avg=6482.00"", ""Low 14d balance Rs.742310""]",sklearn_hgb
C000295,2024-11-01,0.0417,Green,"[""avg_balance_28d=336949.29"", ""Low 14d balance Rs.324243"", ""discretionary_ratio_28d=0.05""]",sklearn_hgb
C000296,2024-11-01,0.0417,Green,"[""emi_to_income=0.22"", ""avg_balance_28d=846591.66"", ""Low 14d balance Rs.828830""]",sklearn_hgb
C000297,2024-11-01,0.0852,Green,"[""avg_balance_28d=944850.82"", ""salary_cv_3m=0.17"", ""Low 14d balance Rs.932938""]",sklearn_hgb
C000298,2024-11-01,0.0852,Green,"[""avg_balance_28d=698498.19"", ""Low 14d balance Rs.673704"", ""discretionary_ratio_28d=0.02""]",sklearn_hgb
C000299,2024-11-01,0.0417,Green,"[""emi_to_income=0.12"", ""avg_balance_28d=1000359.02"", ""Low 14d balance Rs.1001333""]",sklearn_hgb
C000300,2024-11-01,0.0852,Green,"[""emi_to_income=0.06"", ""avg_balance_28d=866663.54"", ""atm_amt_avg=6587.33""]",sklearn_hgb
C000301,2024-11-01,0.0417,Green,"[""emi_to_income=0.22"", ""avg_balance_28d=880362.31"", ""Low 14d balance Rs.882665""]",sklearn_hgb
C000302,2024-11-01,0.0667,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=304426.03"", ""salary_cv_3m=0.09""]",sklearn_hgb
C000303,2024-11-01,0.0417,Green,"[""emi_to_income=0.07"", ""avg_balance_28d=988655.79"", ""Low 14d balance Rs.977671""]",sklearn_hgb
C000304,2024-11-01,0.2353,Green,"[""emi_to_income=0.73"", ""balance_slope_28d=2876.96"", ""Low 14d balance Rs.91101""]",sklearn_hgb
C000305,2024-11-01,0.0667,Green,"[""avg_balance_28d=374829.01"", ""Low 14d balance Rs.356953"", ""emi_to_income=0.30""]",sklearn_hgb
C000306,2024-11-01,0.0417,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=1114732.02"", ""Low 14d balance Rs.1104850""]",sklearn_hgb
C000307,2024-11-01,0.0417,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=344790.68"", ""Low 14d balance Rs.338640""]",sklearn_hgb
C000308,2024-11-01,0.0417,Green,"[""emi_to_income=0.07"", ""avg_balance_28d=1113519.63"", ""Low 14d balance Rs.1094546""]",sklearn_hgb
C000309,2024-11-01,0.0217,Green,"[""emi_to_income=0.09"", ""avg_balance_28d=605525.88"", ""Low 14d balance Rs.600461""]",sklearn_hgb
C000310,2024-11-01,0.0852,Green,"[""avg_balance_28d=198616.87"", ""Low 14d balance Rs.199791"", ""balance_slope_28d=3219.74""]",sklearn_hgb
C000311,2024-11-01,0.0852,Green,"[""discretionary_ratio_28d=0.28"", ""emi_to_income=0.12"", ""avg_balance_28d=131857.78""]",sklearn_hgb
C000312,2024-11-01,0.0429,Green,"[""emi_to_income=0.21"", ""avg_balance_28d=660055.88"", ""Low 14d balance Rs.647678""]",sklearn_hgb
C000313,2024-11-01,0.0417,Green,"[""emi_to_income=0.19"", ""avg_balance_28d=544907.07"", ""Low 14d balance Rs.537701""]",sklearn_hgb
C000314,2024-11-01,0.0852,Green,"[""avg_balance_28d=557720.63"", ""atm_amt_avg=6480.00"", ""Low 14d balance Rs.567607""]",sklearn_hgb
C000315,2024-11-01,0.7342,Red,"[""avg_balance_28d=31633.66"", ""Low 14d balance Rs.31395"", ""emi_to_income=0.73""]",sklearn_hgb
C000316,2024-11-01,0.0667,Green,"[""avg_balance_28d=310583.69"", ""Low 14d balance Rs.309496"", ""emi_to_income=0.25""]",sklearn_hgb
C000317,2024-11-01,0.7342,Red,"[""avg_balance_28d=20704.56"", ""Low 14d balance Rs.26319"", ""emi_to_income=0.69""]",sklearn_hgb
C000318,2024-11-01,0.0417,Green,"[""emi_to_income=0.12"", ""avg_balance_28d=435440.23"", ""atm_amt_avg=6570.00""]",sklearn_hgb
C000319,2024-11-01,0.0417,Green,"[""emi_to_income=0.11"", ""avg_balance_28d=1214875.81"", ""Low 14d balance Rs.1189728""]",sklearn_hgb
C000320,2024-11-01,1.0,Red,"[""avg_balance_28d=2603.81"", ""Low 14d balance Rs.-16447"", ""emi_to_income=0.81""]",sklearn_hgb
C000321,2024-11-01,0.0667,Green,"[""avg_balance_28d=696798.26"", ""atm_amt_avg=6462.50"", ""Low 14d balance Rs.686046""]",sklearn_hgb
C000322,2024-11-01,0.9286,Red,"[""avg_balance_28d=36439.10"", ""Low 14d balance Rs.37982"", ""emi_to_income=0.72""]",sklearn_hgb
C000323,2024-11-01,0.1239,Green,"[""avg_balance_28d=527954.01"", ""balance_slope_28d=2655.72"", ""Low 14d balance Rs.531027""]",sklearn_hgb
C000324,2024-11-01,0.0417,Green,"[""emi_to_income=0.16"", ""avg_balance_28d=1132219.18"", ""Low 14d balance Rs.1127945""]",sklearn_hgb
C000325,2024-11-01,0.0667,Green,"[""emi_to_income=0.13"", ""avg_balance_28d=388223.29"", ""discretionary_ratio_28d=0.03""]",sklearn_hgb
C000326,2024-11-01,0.178,Green,"[""Low 14d balance Rs.72762"", ""atm_amt_avg=3552.50"", ""emi_to_income=0.66""]",sklearn_hgb
C000327,2024-11-01,0.0202,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=680621.37"", ""Low 14d balance Rs.673015""]",sklearn_hgb
C000328,2024-11-01,0.0429,Green,"[""avg_balance_28d=208812.36"", ""Low 14d balance Rs.208161"", ""balance_slope_28d=2920.98""]",sklearn_hgb
C000329,2024-11-01,0.0417,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=1092167.97"", ""Low 14d balance Rs.1095575""]",sklearn_hgb
C000330,2024-11-01,0.0852,Green,"[""emi_to_income=0.12"", ""avg_balance_28d=912305.07"", ""balance_slope_28d=3787.31""]",sklearn_hgb
C000331,2024-11-01,0.0417,Green,"[""avg_balance_28d=691420.92"", ""Low 14d balance Rs.693221"", ""emi_to_income=0.28""]",sklearn_hgb
C000332,2024-11-01,0.0852,Green,"[""emi_to_income=0.21"", ""avg_balance_28d=671923.48"", ""balance_slope_28d=2932.60""]",sklearn_hgb
C000333,2024-11-01,0.0852,Green,"[""discretionary_ratio_28d=0.29"", ""emi_to_income=0.17"", ""avg_balance_28d=756297.25""]",sklearn_hgb
C000334,2024-11-01,0.0389,Green,"[""emi_to_income=0.13"", ""avg_balance_28d=934683.13"", ""Low 14d balance Rs.926775""]",sklearn_hgb
C000335,2024-11-01,0.0417,Green,"[""avg_balance_28d=423157.65"", ""Low 14d balance Rs.412454"", ""salary_cv_3m=0.00""]",sklearn_hgb
C000336,2024-11-01,0.0667,Green,"[""emi_to_income=0.09"", ""2 ATM withdrawals this week"", ""avg_balance_28d=1278019.39""]",sklearn_hgb
C000337,2024-11-01,0.0667,Green,"[""emi_to_income=0.13"", ""avg_balance_28d=297059.46"", ""Low 14d balance Rs.265541""]",sklearn_hgb
C000338,2024-11-01,1.0,Red,"[""avg_balance_28d=19124.03"", ""emi_to_income=1.15"", ""Low 14d balance Rs.24934""]",sklearn_hgb
C000339,2024-11-01,0.0417,Green,"[""emi_to_income=0.15"", ""avg_balance_28d=911140.68"", ""Low 14d balance Rs.894716""]",sklearn_hgb
C000340,2024-11-01,0.1239,Green,"[""discretionary_ratio_28d=0.28"", ""avg_balance_28d=787270.91"", ""Discretionary spend down -196%""]",sklearn_hgb
C000341,2024-11-01,0.0202,Green,"[""emi_to_income=0.20"", ""avg_balance_28d=1153215.72"", ""Low 14d balance Rs.1136960""]",sklearn_hgb
C000342,2024-11-01,0.0852,Green,"[""avg_balance_28d=278741.36"", ""Low 14d balance Rs.277697"", ""salary_cv_3m=0.20""]",sklearn_hgb
C000343,2024-11-01,0.0417,Green,"[""avg_balance_28d=425477.04"", ""Low 14d balance Rs.412457"", ""emi_to_income=0.33""]",sklearn_hgb
C000344,2024-11-01,0.0852,Green,"[""avg_balance_28d=493375.98"", ""Low 14d balance Rs.491158"", ""balance_slope_28d=2765.45""]",sklearn_hgb
C000345,2024-11-01,0.1239,Green,"[""avg_balance_28d=257770.05"", ""salary_cv_3m=0.19"", ""Low 14d balance Rs.235622""]",sklearn_hgb
C000346,2024-11-01,0.1239,Green,"[""avg_balance_28d=839483.84"", ""balance_slope_28d=2974.76"", ""Low 14d balance Rs.822787""]",sklearn_hgb
C000347,2024-11-01,0.1239,Green,"[""cash_to_spend_ratio=0.00"", ""emi_to_income=0.08"", ""avg_balance_28d=594530.51""]",sklearn_hgb
C000348,2024-11-01,0.1239,Green,"[""avg_balance_28d=847068.20"", ""discretionary_ratio_28d=0.03"", ""balance_slope_28d=-430.25""]",sklearn_hgb
C000349,2024-11-01,0.0417,Green,"[""emi_to_income=0.14"", ""avg_balance_28d=547492.19"", ""Low 14d balance Rs.549958""]",sklearn_hgb
C000350,2024-11-01,0.4444,Amber,"[""Low 14d balance Rs.56250"", ""avg_balance_28d=66759.92"", ""emi_to_income=0.63""]",sklearn_hgb
C000351,2024-11-01,0.0202,Green,"[""emi_to_income=0.04"", ""avg_balance_28d=1397969.80"", ""Low 14d balance Rs.1388037""]",sklearn_hgb
