customer_id,archetype,age_band,geography,product_type,emi_amount,emi_day,income_median,salary_day
C000412,salaried_stable,35-45,Mumbai,personal,39423,5,76503,4
C000413,sme_owner,45-55,Mumbai,personal,6823,5,77492,3
C000414,salaried_stable,35-45,Delhi,credit_card,16685,5,39491,1
C000415,salaried_stable,35-45,Mumbai,personal,37545,5,64788,1
C000416,salaried_stable,35-45,Delhi,home,10427,5,140930,5
C000417,gig_worker,25-35,Mumbai,home,7553,5,33766,1
C000418,salaried_stable,45-55,Kolkata,credit_card,31037,5,47534,2
C000419,pensioner,25-35,Mumbai,personal,7561,5,131526,4
C000420,salaried_stressed,45-55,Chennai,credit_card,36485,5,92439,3
C000421,salaried_stable,55+,Bengaluru,credit_card,20791,5,33879,3
C000422,salaried_stable,55+,Delhi,personal,35426,5,88772,5
C000423,salaried_stable,35-45,Hyderabad,home,13578,5,119997,4
C000424,salaried_stressed,35-45,Kolkata,personal,9939,5,71408,5
C000425,gig_worker,55+,Hyderabad,home,38694,5,75838,4
C000426,salaried_stable,35-45,Kolkata,personal,31676,5,105758,5
C000427,sme_owner,35-45,Chennai,personal,36884,5,101842,4
C000428,salaried_stable,55+,Hyderabad,home,16196,5,138349,3
C000429,gig_worker,55+,Mumbai,home,19166,5,59721,5
C000430,pensioner,55+,Kolkata,personal,25202,5,63128,5
C000431,gig_worker,25-35,Hyderabad,personal,20705,5,48647,1
C000432,salaried_stressed,55+,Delhi,personal,13493,5,109790,5
C000433,sme_owner,25-35,Bengaluru,credit_card,18128,5,94006,4
C000434,salaried_stable,45-55,Chennai,home,26306,5,71634,5
C000435,salaried_stable,55+,Mumbai,personal,6325,5,113474,4
C000436,salaried_stable,45-55,Hyderabad,personal,16758,5,75202,5
C000437,salaried_stressed,55+,Delhi,credit_card,15249,5,53459,2
C000438,gig_worker,35-45,Mumbai,personal,7461,5,94781,1
C000439,salaried_stressed,35-45,Delhi,credit_card,9293,5,82363,1
C000440,sme_owner,35-45,Kolkata,home,22348,5,78647,2
C000441,salaried_stable,35-45,Delhi,personal,8582,5,83358,2
C000442,gig_worker,45-55,Chennai,personal,17071,5,139704,3
C000443,salaried_stable,35-45,Hyderabad,personal,24630,5,55917,1
C000444,salaried_stable,45-55,Mumbai,credit_card,35584,5,63097,1
C000445,gig_worker,35-45,Hyderabad,home,8456,5,97805,3
C000446,pensioner,35-45,Delhi,home,20212,5,35604,4
C000447,salaried_stressed,25-35,Hyderabad,personal,8602,5,47512,1
C000448,salaried_stable,45-55,Delhi,credit_card,20000,5,97960,3
C000449,salaried_stressed,55+,Mumbai,personal,21817,5,91169,4
C000450,salaried_stable,55+,Hyderabad,home,32974,5,108338,4
C000451,sme_owner,35-45,Hyderabad,credit_card,20479,5,43611,1
C000452,gig_worker,35-45,Kolkata,credit_card,37742,5,132465,4
C000453,salaried_stable,45-55,Hyderabad,home,9817,5,88265,1
C000454,salaried_stable,45-55,Bengaluru,credit_card,6860,5,48603,2
C000455,salaried_stable,25-35,Delhi,personal,5155,5,67391,2
C000456,pensioner,45-55,Delhi,credit_card,17486,5,57294,5
C000457,salaried_stable,25-35,Chennai,home,11754,5,84269,1
C000458,gig_worker,25-35,Bengaluru,home,8205,5,86325,4
C000459,salaried_stressed,45-55,Bengaluru,personal,13256,5,82049,5
C000460,salaried_stressed,25-35,Delhi,credit_card,39124,5,85320,5
C000461,salaried_stable,35-45,Bengaluru,credit_card,33008,5,138951,2
C000462,pensioner,45-55,Delhi,credit_card,5650,5,145097,1
C000463,salaried_stable,45-55,Mumbai,personal,37040,5,88792,2
C000464,salaried_stressed,35-45,Mumbai,home,12183,5,145562,4
C000465,salaried_stressed,25-35,Chennai,credit_card,19208,5,128219,1
C000466,salaried_stressed,55+,Bengaluru,home,16467,5,128395,4
C000467,pensioner,55+,Mumbai,credit_card,19175,5,57078,2
C000468,salaried_stable,55+,Chennai,credit_card,31625,5,82611,4
C000469,salaried_stressed,45-55,Mumbai,personal,29936,5,72249,4
C000470,salaried_stable,35-45,Mumbai,home,25791,5,41574,3
C000471,salaried_stable,55+,Mumbai,personal,26942,5,39010,4
C000472,salaried_stable,35-45,Bengaluru,home,30463,5,104692,5
C000473,salaried_stable,25-35,Kolkata,home,11444,5,80489,2
C000474,salaried_stable,55+,Delhi,credit_card,18848,5,129086,3
C000475,salaried_stable,35-45,Delhi,credit_card,8769,5,110243,4
C000476,salaried_stable,55+,Delhi,home,29646,5,40220,5
C000477,salaried_stressed,35-45,Bengaluru,home,20316,5,130580,3
C000478,salaried_stressed,55+,Hyderabad,home,27304,5,89531,2
C000479,salaried_stable,45-55,Delhi,home,24768,5,97909,5
C000480,salaried_stable,35-45,Chennai,home,14577,5,145882,5
C000481,salaried_stable,35-45,Kolkata,credit_card,9854,5,106808,3
C000482,salaried_stressed,55+,Kolkata,credit_card,39052,5,32674,1
C000483,salaried_stable,25-35,Chennai,credit_card,15264,5,51272,2
C000484,salaried_stable,35-45,Hyderabad,personal,8834,5,81161,3
C000485,salaried_stable,35-45,Kolkata,home,15708,5,34464,4
C000486,salaried_stable,45-55,Hyderabad,home,36584,5,50096,4
C000487,salaried_stable,35-45,Delhi,home,14145,5,125002,5
C000488,salaried_stressed,45-55,Mumbai,home,39537,5,47134,1
C000489,salaried_stressed,35-45,Mumbai,credit_card,21126,5,50044,3
C000490,gig_worker,25-35,Kolkata,home,35163,5,90561,4
C000491,salaried_stressed,25-35,Chennai,personal,27857,5,40940,5
C000492,salaried_stressed,45-55,Delhi,home,6537,5,60682,1
C000493,salaried_stable,35-45,Bengaluru,credit_card,22828,5,142507,5
C000494,gig_worker,35-45,Delhi,personal,19592,5,105776,1
C000495,salaried_stressed,45-55,Hyderabad,personal,12050,5,145622,1
C000496,salaried_stable,35-45,Chennai,credit_card,24249,5,72510,5
C000497,salaried_stressed,35-45,Kolkata,personal,8602,5,103950,4
C000498,salaried_stable,25-35,Delhi,home,29440,5,58627,5
C000499,salaried_stressed,35-45,Bengaluru,credit_card,33765,5,75436,4
C000500,gig_worker,45-55,Mumbai,personal,8239,5,50958,4
C000501,sme_owner,45-55,Kolkata,home,21775,5,129988,3
C000502,pensioner,55+,Chennai,personal,27929,5,52085,3
C000503,salaried_stressed,55+,Chennai,personal,7174,5,54566,3
C000504,salaried_stressed,25-35,Bengaluru,personal,18626,5,85656,2
C000505,gig_worker,35-45,Delhi,personal,14034,5,81527,5
C000506,salaried_stable,35-45,Kolkata,home,6373,5,67660,2
C000507,sme_owner,45-55,Bengaluru,home,33141,5,72842,4
C000508,salaried_stable,35-45,Hyderabad,personal,20563,5,65403,4
C000509,salaried_stable,55+,Mumbai,credit_card,31310,5,139523,3
C000510,salaried_stable,35-45,Delhi,credit_card,25547,5,99644,4
C000511,sme_owner,45-55,Hyderabad,personal,35653,5,140373,1
C000512,salaried_stable,25-35,Mumbai,credit_card,39895,5,148417,2
C000513,salaried_stable,55+,Mumbai,personal,26073,5,108106,3
C000514,salaried_stable,55+,Hyderabad,home,17325,5,129079,2
C000515,salaried_stable,55+,Delhi,home,19801,5,43288,5
C000516,salaried_stable,35-45,Delhi,home,33889,5,143929,5
C000517,gig_worker,25-35,Chennai,credit_card,19932,5,87863,4
C000518,salaried_stable,45-55,Delhi,credit_card,23190,5,115612,2
C000519,sme_owner,35-45,Mumbai,personal,11790,5,59439,1
C000520,sme_owner,55+,Mumbai,home,39652,5,41460,4
C000521,salaried_stable,45-55,Mumbai,credit_card,27777,5,136189,5
C000522,salaried_stable,45-55,Mumbai,credit_card,16557,5,83933,3
C000523,salaried_stressed,55+,Hyderabad,credit_card,25477,5,46608,5
C000524,salaried_stable,55+,Delhi,home,19039,5,109017,5
C000525,salaried_stable,35-45,Mumbai,personal,10420,5,36517,3
C000526,pensioner,25-35,Mumbai,home,35616,5,84056,2
C000527,pensioner,25-35,Bengaluru,credit_card,35998,5,114531,1
C000528,gig_worker,35-45,Kolkata,credit_card,34221,5,116450,4
C000529,salaried_stable,45-55,Bengaluru,credit_card,17896,5,84394,3
C000530,salaried_stressed,25-35,Mumbai,credit_card,13974,5,74395,1
C000531,gig_worker,25-35,Delhi,home,6740,5,130603,1
C000532,salaried_stable,45-55,Bengaluru,personal,30603,5,52168,5
C000533,salaried_stressed,55+,Delhi,home,16475,5,38955,2
C000534,salaried_stable,25-35,Kolkata,home,36227,5,48821,2
C000535,salaried_stable,45-55,Hyderabad,credit_card,35444,5,126129,4
C000536,salaried_stressed,25-35,Bengaluru,home,9486,5,86388,2
C000537,salaried_stable,45-55,Kolkata,credit_card,37093,5,34480,5
C000538,salaried_stable,55+,Delhi,personal,9910,5,50253,4
C000539,sme_owner,55+,Mumbai,credit_card,22163,5,33368,2
C000540,pensioner,45-55,Kolkata,home,21587,5,127731,2
C000541,salaried_stressed,45-55,Kolkata,credit_card,38471,5,85357,5
C000542,sme_owner,55+,Delhi,home,28005,5,38167,3
C000543,pensioner,45-55,Chennai,home,35633,5,56554,5
C000544,salaried_stable,35-45,Delhi,personal,25853,5,103974,2
C000545,salaried_stable,55+,Chennai,credit_card,33883,5,101246,1
C000546,salaried_stable,45-55,Hyderabad,credit_card,34824,5,128314,5
C000547,salaried_stable,55+,Hyderabad,credit_card,35089,5,33098,2
C000548,gig_worker,45-55,Chennai,personal,19406,5,38327,5
C000549,salaried_stable,55+,Hyderabad,personal,18365,5,34246,4
C000550,salaried_stable,25-35,Chennai,credit_card,39468,5,77287,2
C000551,salaried_stable,25-35,Hyderabad,personal,31476,5,117257,4
C000552,salaried_stable,25-35,Delhi,home,37105,5,109560,1
C000553,pensioner,45-55,Bengaluru,home,25206,5,55219,2
C000554,salaried_stable,45-55,Bengaluru,credit_card,37515,5,108868,2
C000555,salaried_stable,25-35,Chennai,credit_card,30188,5,108770,4
C000556,salaried_stable,25-35,Mumbai,credit_card,30989,5,52966,3
C000557,salaried_stable,55+,Delhi,personal,11222,5,119990,4
C000558,salaried_stressed,55+,Kolkata,home,24840,5,80674,3
C000559,salaried_stable,45-55,Mumbai,credit_card,30598,5,37119,4
C000560,salaried_stable,35-45,Chennai,credit_card,31634,5,76869,1
C000561,salaried_stable,35-45,Chennai,personal,38515,5,122370,4
C000562,sme_owner,25-35,Bengaluru,credit_card,16443,5,113545,1
C000563,salaried_stressed,25-35,Mumbai,home,15593,5,62210,1
C000564,salaried_stressed,55+,Mumbai,personal,38931,5,120828,4
C000565,salaried_stressed,35-45,Delhi,home,39515,5,76745,1
C000566,gig_worker,45-55,Mumbai,credit_card,11295,5,85228,4
C000567,salaried_stable,45-55,Mumbai,personal,18243,5,40396,1
C000568,salaried_stable,35-45,Mumbai,personal,38183,5,149647,1
C000569,salaried_stressed,25-35,Delhi,credit_card,11990,5,130635,5
C000570,salaried_stable,45-55,Kolkata,credit_card,32410,5,53391,1
C000571,sme_owner,25-35,Chennai,personal,8930,5,97287,5
C000572,salaried_stable,35-45,Mumbai,credit_card,11240,5,123642,2
C000573,gig_worker,55+,Chennai,credit_card,32473,5,90559,4
C000574,sme_owner,45-55,Mumbai,credit_card,26261,5,55295,5
C000575,salaried_stressed,55+,Bengaluru,personal,24418,5,146226,1
C000576,pensioner,25-35,Mumbai,home,34980,5,62256,2
C000577,salaried_stressed,25-35,Mumbai,credit_card,15749,5,70140,3
C000578,sme_owner,35-45,Mumbai,credit_card,22615,5,74594,5
C000579,salaried_stable,35-45,Bengaluru,home,26295,5,136893,1
C000580,salaried_stable,25-35,Bengaluru,personal,30895,5,90001,1
C000581,salaried_stressed,55+,Bengaluru,personal,16623,5,116362,2
C000582,salaried_stable,25-35,Chennai,personal,27177,5,138145,2
C000583,salaried_stable,45-55,Hyderabad,personal,20692,5,141423,2
C000584,pensioner,45-55,Hyderabad,personal,23968,5,132771,1
C000585,salaried_stressed,45-55,Chennai,personal,35193,5,138936,5
C000586,salaried_stable,25-35,Chennai,credit_card,18777,5,143787,4
C000587,salaried_stable,35-45,Bengaluru,home,28385,5,148923,1
C000588,salaried_stable,45-55,Delhi,home,37969,5,107171,3
C000589,salaried_stable,35-45,Bengaluru,credit_card,31684,5,45801,4
C000590,pensioner,45-55,Mumbai,home,39605,5,43597,4
C000591,salaried_stable,25-35,Kolkata,home,25422,5,125521,5
C000592,salaried_stable,25-35,Bengaluru,personal,14868,5,67937,4
C000593,salaried_stressed,45-55,Hyderabad,home,39698,5,126539,4
C000594,salaried_stable,45-55,Kolkata,personal,27560,5,142168,1
C000595,salaried_stable,25-35,Bengaluru,home,13449,5,107324,1
C000596,gig_worker,55+,Kolkata,credit_card,16101,5,121715,4
C000597,salaried_stressed,25-35,Bengaluru,home,14180,5,63463,5
C000598,pensioner,55+,Mumbai,personal,34176,5,82144,2
C000599,salaried_stressed,45-55,Mumbai,credit_card,8239,5,145817,4
C000600,salaried_stable,55+,Mumbai,credit_card,30896,5,128022,2
C000601,gig_worker,55+,Kolkata,home,24390,5,54530,3
C000602,pensioner,35-45,Bengaluru,personal,7571,5,142358,4
C000603,gig_worker,55+,Delhi,credit_card,26467,5,89949,4
C000604,pensioner,25-35,Bengaluru,personal,31360,5,131264,1
C000605,gig_worker,35-45,Delhi,credit_card,30408,5,92578,5
C000606,sme_owner,25-35,Kolkata,personal,23497,5,102467,5
C000607,salaried_stable,35-45,Kolkata,home,16740,5,49419,3
C000608,gig_worker,55+,Mumbai,credit_card,10734,5,70639,2
C000609,salaried_stable,35-45,Hyderabad,personal,5428,5,116703,3
C000610,salaried_stressed,25-35,Bengaluru,personal,17584,5,131087,5
C000611,salaried_stressed,35-45,Mumbai,personal,27128,5,40664,3
C000612,pensioner,55+,Kolkata,home,6317,5,39223,1
C000613,pensioner,45-55,Mumbai,home,39954,5,113171,1
C000614,salaried_stable,45-55,Delhi,personal,25508,5,83651,5
C000615,gig_worker,35-45,Mumbai,home,15309,5,131833,4
C000616,gig_worker,35-45,Bengaluru,credit_card,38673,5,38186,4
C000617,salaried_stable,45-55,Chennai,credit_card,11437,5,71927,1
C000618,salaried_stable,45-55,Delhi,personal,38515,5,34252,1
C000619,salaried_stable,55+,Mumbai,home,14861,5,115130,2
C000620,gig_worker,45-55,Mumbai,personal,18290,5,132942,2
C000621,salaried_stable,55+,Kolkata,home,19889,5,48812,2
C000622,pensioner,55+,Hyderabad,credit_card,39819,5,68876,3
C000623,salaried_stable,25-35,Kolkata,credit_card,13781,5,131513,2
C000624,pensioner,35-45,Chennai,personal,39050,5,34971,1
C000625,salaried_stable,35-45,Chennai,personal,17143,5,144243,3
C000626,gig_worker,25-35,Hyderabad,credit_card,14981,5,136438,4
C000627,salaried_stable,25-35,Chennai,credit_card,27337,5,48323,4
C000628,salaried_stressed,55+,Bengaluru,personal,29281,5,46671,2
C000629,gig_worker,35-45,Delhi,personal,17075,5,113023,2
C000630,pensioner,25-35,Bengaluru,home,9692,5,31211,3
C000631,sme_owner,35-45,Mumbai,home,18862,5,90699,1
C000632,salaried_stable,35-45,Delhi,home,23914,5,37910,5
C000633,salaried_stable,25-35,Hyderabad,credit_card,6401,5,93779,5
C000634,salaried_stable,25-35,Kolkata,credit_card,7752,5,72023,1
C000635,salaried_stable,55+,Mumbai,credit_card,37127,5,114778,5
C000636,salaried_stressed,55+,Mumbai,personal,6255,5,135684,1
C000637,gig_worker,35-45,Mumbai,credit_card,19241,5,88648,3
C000638,gig_worker,45-55,Hyderabad,credit_card,31736,5,107012,4
C000639,sme_owner,55+,Delhi,home,16485,5,102039,2
C000640,gig_worker,55+,Delhi,home,22317,5,148191,2
C000641,gig_worker,25-35,Mumbai,credit_card,8026,5,57708,1
C000642,salaried_stable,55+,Kolkata,credit_card,32805,5,58672,4
C000643,salaried_stable,25-35,Bengaluru,home,27196,5,75420,1
C000644,salaried_stressed,25-35,Hyderabad,personal,34807,5,118403,3
C000645,sme_owner,35-45,Hyderabad,home,35233,5,133828,2
C000646,salaried_stable,45-55,Mumbai,credit_card,17278,5,63369,5
C000647,salaried_stressed,25-35,Hyderabad,personal,6440,5,43188,5
C000648,salaried_stressed,35-45,Chennai,credit_card,17122,5,103038,5
C000649,salaried_stable,35-45,Chennai,personal,10084,5,101709,4
C000650,salaried_stable,35-45,Delhi,credit_card,23665,5,74972,3
C000651,sme_owner,55+,Kolkata,home,10123,5,52114,2
C000652,salaried_stressed,35-45,Kolkata,personal,37266,5,131984,1
C000653,salaried_stable,25-35,Bengaluru,personal,26079,5,131584,5
C000654,sme_owner,25-35,Mumbai,personal,13856,5,119703,2
C000655,salaried_stable,25-35,Kolkata,credit_card,37243,5,99485,3
C000656,sme_owner,25-35,Kolkata,home,31939,5,61371,1
C000657,salaried_stable,45-55,Chennai,credit_card,20321,5,78365,2
C000658,salaried_stressed,35-45,Chennai,personal,10127,5,38211,4
C000659,salaried_stable,35-45,Delhi,credit_card,17033,5,59978,3
C000660,salaried_stable,55+,Mumbai,credit_card,25440,5,84052,3
C000661,sme_owner,45-55,Kolkata,personal,31804,5,82421,2
C000662,salaried_stable,25-35,Bengaluru,home,14167,5,39645,1
C000663,salaried_stable,35-45,Delhi,credit_card,30989,5,144913,5
C000664,salaried_stable,35-45,Hyderabad,personal,14899,5,62188,3
C000665,gig_worker,55+,Mumbai,personal,13636,5,91105,2
C000666,gig_worker,35-45,Mumbai,credit_card,20645,5,85830,2
C000667,pensioner,25-35,Delhi,home,10628,5,86338,4
C000668,salaried_stable,45-55,Bengaluru,personal,19162,5,131403,3
C000669,salaried_stable,35-45,Bengaluru,credit_card,17523,5,119552,2
C000670,salaried_stable,25-35,Delhi,credit_card,14801,5,134116,5
C000671,salaried_stressed,45-55,Bengaluru,personal,32146,5,75485,5
C000672,pensioner,25-35,Bengaluru,personal,16610,5,61818,1
C000673,gig_worker,55+,Chennai,personal,29327,5,81290,4
C000674,salaried_stressed,55+,Chennai,credit_card,30210,5,97378,5
C000675,salaried_stable,35-45,Kolkata,personal,28304,5,70433,3
C000676,pensioner,45-55,Hyderabad,credit_card,14426,5,85206,1
C000677,salaried_stable,45-55,Delhi,home,34029,5,48110,1
C000678,salaried_stable,45-55,Kolkata,home,13279,5,100061,4
C000679,salaried_stable,25-35,Chennai,credit_card,14699,5,115657,5
C000680,salaried_stable,35-45,Delhi,credit_card,35624,5,93258,1
C000681,salaried_stable,25-35,Bengaluru,personal,16888,5,134763,3
C000682,salaried_stable,45-55,Hyderabad,personal,29395,5,149481,3
C000683,salaried_stable,25-35,Hyderabad,personal,6481,5,138671,2
C000684,salaried_stressed,45-55,Bengaluru,credit_card,26501,5,41157,4
C000685,salaried_stable,45-55,Mumbai,home,35406,5,135696,5
C000686,salaried_stable,55+,Delhi,personal,29804,5,70044,2
C000687,pensioner,35-45,Mumbai,personal,25385,5,84214,1
C000688,gig_worker,25-35,Hyderabad,home,34716,5,79437,2
C000689,salaried_stressed,45-55,Chennai,credit_card,15434,5,64087,2
C000690,salaried_stable,25-35,Bengaluru,home,18187,5,135267,4
C000691,sme_owner,25-35,Hyderabad,credit_card,7429,5,106550,3
C000692,salaried_stable,55+,Hyderabad,credit_card,29443,5,146036,1
C000693,salaried_stable,55+,Hyderabad,credit_card,30319,5,144564,2
C000694,pensioner,45-55,Mumbai,home,31298,5,80371,4
C000695,salaried_stressed,55+,Chennai,credit_card,31205,5,117246,3
C000696,gig_worker,25-35,Kolkata,credit_card,9458,5,90283,3
C000697,salaried_stressed,25-35,Hyderabad,home,28316,5,89381,2
C000698,salaried_stressed,35-45,Delhi,home,31716,5,118756,2
C000699,salaried_stable,25-35,Bengaluru,credit_card,12132,5,112657,1
C000700,salaried_stable,55+,Kolkata,home,21676,5,139409,1
C000701,salaried_stable,25-35,Mumbai,personal,36962,5,122704,1
C000702,salaried_stable,45-55,Chennai,credit_card,19518,5,104656,4
C000703,sme_owner,55+,Mumbai,personal,31360,5,140312,1
C000704,salaried_stable,45-55,Kolkata,credit_card,23562,5,42286,3
C000705,salaried_stressed,25-35,Mumbai,home,28021,5,121585,5
C000706,gig_worker,35-45,Mumbai,home,26927,5,77073,4
C000707,gig_worker,45-55,Delhi,personal,27783,5,81982,3
C000708,salaried_stable,55+,Delhi,home,32278,5,123800,1
C000709,salaried_stable,35-45,Bengaluru,credit_card,36652,5,62832,3
C000710,pensioner,35-45,Delhi,personal,15348,5,136035,5
C000711,salaried_stressed,55+,Bengaluru,credit_card,37490,5,89985,2
C000712,gig_worker,55+,Chennai,credit_card,26975,5,71880,5
C000713,pensioner,35-45,Chennai,credit_card,25847,5,69381,4
C000714,gig_worker,25-35,Kolkata,home,16470,5,80510,2
C000715,salaried_stable,45-55,Bengaluru,personal,19583,5,143131,1
C000716,salaried_stressed,55+,Chennai,credit_card,27806,5,42317,1
C000717,salaried_stable,55+,Hyderabad,home,17730,5,90955,2
C000718,salaried_stressed,35-45,Delhi,home,15054,5,130200,2
C000719,pensioner,25-35,Hyderabad,credit_card,33667,5,86646,4
C000720,salaried_stressed,45-55,Kolkata,credit_card,19540,5,97922,3
C000721,salaried_stable,55+,Delhi,personal,27561,5,71783,3
C000722,salaried_stable,55+,Delhi,credit_card,6091,5,46345,4
C000723,pensioner,25-35,Bengaluru,home,7704,5,106728,4
C000724,salaried_stable,35-45,Delhi,credit_card,34686,5,140394,4
C000725,salaried_stable,35-45,Chennai,home,9976,5,92406,5
C000726,salaried_stable,25-35,Kolkata,credit_card,32853,5,81844,2
C000727,salaried_stable,55+,Chennai,credit_card,36506,5,45485,5
C000728,salaried_stable,25-35,Mumbai,credit_card,21848,5,143367,3
C000729,salaried_stressed,45-55,Delhi,credit_card,35957,5,134304,1
C000730,salaried_stable,55+,Hyderabad,home,19952,5,138234,1
C000731,salaried_stable,45-55,Delhi,personal,38314,5,73081,1
C000732,salaried_stable,55+,Chennai,home,13299,5,105035,5
C000733,salaried_stable,35-45,Hyderabad,home,19974,5,81909,1
C000734,salaried_stable,55+,Delhi,credit_card,18611,5,58158,5
C000735,salaried_stressed,35-45,Chennai,home,32442,5,54680,4
C000736,salaried_stable,25-35,Bengaluru,home,6530,5,76062,3
C000737,salaried_stable,35-45,Mumbai,personal,33987,5,96407,5
C000738,salaried_stable,35-45,Bengaluru,credit_card,5820,5,44640,5
C000739,salaried_stable,45-55,Bengaluru,home,16049,5,114246,5
C000740,salaried_stable,35-45,Mumbai,personal,25862,5,84931,3
C000741,salaried_stable,35-45,Kolkata,personal,10086,5,135739,2
C000742,sme_owner,35-45,Chennai,credit_card,22154,5,63455,1
C000743,salaried_stable,35-45,Mumbai,personal,39895,5,36192,5
C000744,salaried_stressed,45-55,Kolkata,home,33812,5,67446,5
C000745,salaried_stable,35-45,Kolkata,home,6057,5,146799,3
C000746,salaried_stable,55+,Mumbai,personal,25711,5,68639,1
C000747,salaried_stable,35-45,Mumbai,personal,25906,5,114458,5
C000748,gig_worker,55+,Bengaluru,credit_card,7387,5,131195,2
C000749,sme_owner,35-45,Chennai,home,27757,5,64115,3
C000750,salaried_stable,25-35,Hyderabad,personal,23235,5,107111,4
C000751,salaried_stable,25-35,Bengaluru,personal,28862,5,54536,1
C000752,salaried_stable,55+,Chennai,home,15412,5,73464,1
C000753,salaried_stable,55+,Mumbai,credit_card,13946,5,65530,1
C000754,salaried_stressed,25-35,Chennai,credit_card,30758,5,110686,5
C000755,salaried_stable,45-55,Kolkata,personal,30255,5,135087,5
C000756,salaried_stable,45-55,Chennai,credit_card,10660,5,60285,3
C000757,pensioner,25-35,Bengaluru,credit_card,12573,5,64966,3
C000758,salaried_stable,35-45,Delhi,personal,25522,5,128513,3
C000759,salaried_stable,45-55,Kolkata,personal,34016,5,85538,2
C000760,gig_worker,55+,Mumbai,credit_card,12062,5,91567,3
C000761,salaried_stable,55+,Delhi,home,12669,5,114688,2
C000762,salaried_stable,25-35,Mumbai,credit_card,33272,5,46510,4
C000763,salaried_stable,25-35,Kolkata,personal,29384,5,134638,2
C000764,pensioner,35-45,Bengaluru,personal,36580,5,73826,4
C000765,salaried_stable,25-35,Kolkata,personal,32419,5,109028,5
C000766,salaried_stable,45-55,Chennai,personal,38364,5,81861,2
C000767,salaried_stable,25-35,Chennai,home,11613,5,120373,1
C000768,salaried_stable,25-35,Chennai,personal,14517,5,103389,3
C000769,salaried_stressed,25-35,Delhi,credit_card,13329,5,50799,1
C000770,salaried_stable,35-45,Chennai,home,6940,5,52541,2
C000771,salaried_stressed,55+,Hyderabad,credit_card,32268,5,135288,4
C000772,salaried_stressed,25-35,Kolkata,home,28161,5,92352,3
C000773,sme_owner,55+,Chennai,personal,8009,5,63086,3
C000774,salaried_stable,35-45,Kolkata,home,11934,5,47190,4
C000775,sme_owner,25-35,Kolkata,personal,11676,5,45405,1
C000776,salaried_stressed,35-45,Chennai,credit_card,19102,5,140388,3
C000777,salaried_stable,45-55,Bengaluru,credit_card,20943,5,147149,1
C000778,gig_worker,25-35,Mumbai,personal,15114,5,77219,3
C000779,sme_owner,25-35,Delhi,home,37556,5,54196,2
C000780,salaried_stable,55+,Kolkata,home,12446,5,80265,5
C000781,pensioner,45-55,Mumbai,personal,24665,5,46398,2
C000782,salaried_stable,35-45,Bengaluru,personal,20329,5,95958,2
C000783,salaried_stressed,55+,Hyderabad,credit_card,18568,5,105122,1
C000784,pensioner,55+,Delhi,personal,33902,5,148234,1
C000785,salaried_stable,35-45,Kolkata,home,39242,5,68263,2
C000786,gig_worker,45-55,Chennai,personal,5205,5,53737,2
C000787,salaried_stable,25-35,Mumbai,home,21229,5,46001,4
C000788,gig_worker,35-45,Delhi,personal,9170,5,75260,5
C000789,salaried_stressed,45-55,Hyderabad,home,20180,5,102134,5
C000790,salaried_stable,25-35,Kolkata,home,26596,5,37995,5
C000791,salaried_stable,55+,Kolkata,home,19407,5,121078,5
C000792,salaried_stable,55+,Kolkata,home,15818,5,85212,3
C000793,salaried_stable,35-45,Mumbai,personal,15926,5,125183,2
C000794,salaried_stable,35-45,Hyderabad,home,15495,5,85632,4
C000795,salaried_stable,25-35,Mumbai,credit_card,16399,5,48661,2
C000796,salaried_stable,45-55,Mumbai,home,18089,5,32575,4
C000797,salaried_stable,25-35,Hyderabad,personal,29074,5,96824,5
C000798,gig_worker,35-45,Bengaluru,credit_card,8360,5,94732,1
C000799,gig_worker,45-55,Chennai,credit_card,6429,5,127641,4
C000800,gig_worker,45-55,Kolkata,credit_card,23086,5,135270,5
C000801,salaried_stable,45-55,Mumbai,credit_card,28863,5,49330,3
C000802,sme_owner,25-35,Chennai,credit_card,14055,5,67762,2
C000803,salaried_stressed,55+,Kolkata,credit_card,12042,5,54921,2
C000804,salaried_stable,45-55,Bengaluru,home,26866,5,42805,1
C000805,salaried_stable,55+,Chennai,personal,18447,5,30289,2
C000806,salaried_stressed,35-45,Bengaluru,home,30762,5,39877,4
C000807,salaried_stable,55+,Kolkata,personal,10128,5,92956,3
C000808,salaried_stressed,35-45,Mumbai,credit_card,9238,5,48223,2
C000809,pensioner,55+,Kolkata,home,24346,5,53361,3
C000810,salaried_stable,25-35,Hyderabad,credit_card,18737,5,44140,5
C000811,salaried_stable,25-35,Hyderabad,home,30527,5,116909,1
C000812,pensioner,45-55,Bengaluru,home,22714,5,106281,1
C000813,salaried_stressed,45-55,Chennai,credit_card,17412,5,145465,5
C000814,salaried_stable,45-55,Bengaluru,home,10588,5,43379,4
C000815,sme_owner,35-45,Delhi,home,10719,5,55050,3
C000816,sme_owner,55+,Kolkata,home,31454,5,84684,5
C000817,salaried_stressed,35-45,Chennai,credit_card,12927,5,107891,3
C000818,salaried_stressed,45-55,Hyderabad,credit_card,22585,5,45609,3
C000819,salaried_stable,55+,Mumbai,personal,33633,5,55420,2
C000820,salaried_stable,45-55,Hyderabad,home,36424,5,80581,5
C000821,salaried_stressed,45-55,Chennai,home,14367,5,32160,4
C000822,salaried_stable,55+,Kolkata,home,8836,5,77432,2
